idx,subset,complete,feasible,cert,boxes,peak_queue,max_depth,dom_excl,unresolved,downgrade,secs
2,"(1, 2, 3, 4, 7)",True,0,0,1431,12,14,0,0,,7.8
4,"(1, 2, 3, 4, 9)",True,0,0,1305,14,19,0,0,,7.1
1,"(1, 2, 3, 4, 6)",True,0,0,2953,12,15,0,0,,16.1
3,"(1, 2, 3, 4, 8)",True,1,1,6847,17,29,0,0,,44.4
0,"(1, 2, 3, 4, 5)",True,0,0,9249,17,24,0,0,,50.7
7,"(1, 2, 3, 4, 12)",True,0,0,2233,12,15,0,0,,12.2
5,"(1, 2, 3, 4, 10)",True,1,1,10311,17,25,0,0,,67.1
8,"(1, 2, 3, 4, 13)",True,0,0,7397,14,20,0,0,,40.3
6,"(1, 2, 3, 4, 11)",True,1,1,11287,18,34,0,0,,77.8
11,"(1, 2, 3, 4, 16)",True,0,0,2609,12,17,0,0,,14.1
13,"(1, 2, 3, 4, 18)",True,0,0,1593,10,23,0,0,,8.7
12,"(1, 2, 3, 4, 17)",True,0,0,4261,12,15,0,0,,23.2
15,"(1, 2, 3, 4, 20)",True,0,0,1119,12,14,0,0,,6.0
10,"(1, 2, 3, 4, 15)",True,0,0,9169,18,24,0,0,,49.9
9,"(1, 2, 3, 4, 14)",True,0,0,13719,17,24,0,0,,84.1
17,"(1, 2, 3, 5, 7)",True,0,0,1731,12,13,0,0,,9.4
14,"(1, 2, 3, 4, 19)",True,1,1,4267,17,28,0,0,,28.7
16,"(1, 2, 3, 5, 6)",True,0,0,4185,13,16,0,0,,22.8
19,"(1, 2, 3, 5, 9)",True,0,0,1431,14,20,0,0,,7.8
22,"(1, 2, 3, 5, 12)",True,0,0,2381,13,15,0,0,,12.9
18,"(1, 2, 3, 5, 8)",True,1,1,6699,19,25,0,0,,42.1
23,"(1, 2, 3, 5, 13)",True,0,0,4533,13,16,0,0,,24.6
20,"(1, 2, 3, 5, 10)",True,1,1,9959,18,24,0,0,,63.5
21,"(1, 2, 3, 5, 11)",True,1,1,10261,20,24,0,0,,66.0
26,"(1, 2, 3, 5, 16)",True,0,0,3311,14,17,0,0,,22.6
27,"(1, 2, 3, 5, 17)",True,0,0,4341,13,15,0,0,,25.8
28,"(1, 2, 3, 5, 18)",True,0,0,2181,11,24,0,0,,12.1
30,"(1, 2, 3, 5, 20)",True,0,0,1681,13,17,0,0,,9.1
29,"(1, 2, 3, 5, 19)",True,1,1,4005,17,24,0,0,,25.3
31,"(1, 2, 3, 6, 7)",True,0,0,4637,17,24,0,0,,25.6
32,"(1, 2, 3, 6, 8)",True,0,0,3511,16,20,0,0,,19.0
33,"(1, 2, 3, 6, 9)",True,0,0,2053,17,24,0,0,,11.2
34,"(1, 2, 3, 6, 10)",True,0,0,4349,12,20,0,0,,23.6
35,"(1, 2, 3, 6, 11)",True,0,0,3523,14,18,0,0,,19.1
24,"(1, 2, 3, 5, 14)",True,0,0,18729,20,24,0,0,,129.1
37,"(1, 2, 3, 6, 13)",True,0,0,2793,13,14,0,0,,15.1
36,"(1, 2, 3, 6, 12)",True,0,0,4211,15,24,0,0,,22.9
38,"(1, 2, 3, 6, 14)",True,0,0,4171,13,16,0,0,,22.7
39,"(1, 2, 3, 6, 15)",True,0,0,4447,13,16,0,0,,24.0
25,"(1, 2, 3, 5, 15)",True,1,1,20767,21,29,0,0,,159.4
40,"(1, 2, 3, 6, 16)",True,0,0,5363,16,20,0,0,,29.1
43,"(1, 2, 3, 6, 19)",True,0,0,2299,13,23,0,0,,12.5
41,"(1, 2, 3, 6, 17)",True,0,0,4451,13,15,0,0,,24.2
42,"(1, 2, 3, 6, 18)",True,0,0,3035,16,24,0,0,,16.6
46,"(1, 2, 3, 7, 9)",True,0,0,1497,18,24,0,0,,8.1
45,"(1, 2, 3, 7, 8)",True,0,0,1727,15,18,0,0,,9.3
47,"(1, 2, 3, 7, 10)",True,0,0,1803,12,17,0,0,,9.7
48,"(1, 2, 3, 7, 11)",True,0,0,1735,17,18,0,0,,9.4
50,"(1, 2, 3, 7, 13)",True,0,0,1259,10,12,0,0,,6.8
44,"(1, 2, 3, 6, 20)",True,0,0,4673,16,20,0,0,,25.4
49,"(1, 2, 3, 7, 12)",True,0,0,3239,16,24,0,0,,17.5
51,"(1, 2, 3, 7, 14)",True,0,0,1739,12,13,0,0,,9.5
52,"(1, 2, 3, 7, 15)",True,0,0,1865,13,14,0,0,,10.1
56,"(1, 2, 3, 7, 19)",True,0,0,1083,11,20,0,0,,5.8
53,"(1, 2, 3, 7, 16)",True,0,0,2683,14,18,0,0,,14.6
55,"(1, 2, 3, 7, 18)",True,0,0,2261,16,24,0,0,,14.1
54,"(1, 2, 3, 7, 17)",True,0,0,2659,13,15,0,0,,14.5
57,"(1, 2, 3, 7, 20)",True,0,0,2361,14,15,0,0,,12.8
58,"(1, 2, 3, 8, 9)",True,1,1,2217,17,25,0,0,,14.4
61,"(1, 2, 3, 8, 12)",True,0,0,1727,14,18,0,0,,9.4
59,"(1, 2, 3, 8, 10)",True,1,1,5475,17,25,0,0,,35.4
62,"(1, 2, 3, 8, 13)",True,1,1,5879,16,24,0,0,,38.6
63,"(1, 2, 3, 8, 14)",True,1,1,7359,18,24,0,0,,46.4
64,"(1, 2, 3, 8, 15)",True,1,1,6619,19,24,0,0,,41.7
67,"(1, 2, 3, 8, 18)",True,0,0,291,7,11,0,0,,1.5
65,"(1, 2, 3, 8, 16)",True,1,1,4417,20,25,0,0,,28.5
66,"(1, 2, 3, 8, 17)",True,0,0,3177,13,15,0,0,,17.3
70,"(1, 2, 3, 9, 10)",True,0,0,627,11,13,0,0,,3.4
60,"(1, 2, 3, 8, 11)",True,1,1,11115,19,40,0,0,,83.4
72,"(1, 2, 3, 9, 12)",True,0,0,1753,15,21,0,0,,9.5
71,"(1, 2, 3, 9, 11)",True,1,1,2171,19,24,0,0,,13.8
73,"(1, 2, 3, 9, 13)",True,0,0,1019,12,15,0,0,,5.5
68,"(1, 2, 3, 8, 19)",True,1,1,2619,16,39,0,0,,20.1
69,"(1, 2, 3, 8, 20)",True,1,1,3527,18,29,0,0,,23.8
74,"(1, 2, 3, 9, 14)",True,0,0,1489,14,20,0,0,,8.0
75,"(1, 2, 3, 9, 15)",True,0,0,1499,14,19,0,0,,8.1
79,"(1, 2, 3, 9, 19)",True,0,0,111,7,8,0,0,,0.5
78,"(1, 2, 3, 9, 18)",True,0,0,385,9,14,0,0,,2.0
77,"(1, 2, 3, 9, 17)",True,0,0,1887,12,15,0,0,,10.2
76,"(1, 2, 3, 9, 16)",True,1,1,2861,18,25,0,0,,19.3
80,"(1, 2, 3, 9, 20)",True,1,1,2213,18,24,0,0,,16.3
82,"(1, 2, 3, 10, 12)",True,0,0,2145,11,18,0,0,,11.7
81,"(1, 2, 3, 10, 11)",True,1,1,7409,17,25,0,0,,47.2
83,"(1, 2, 3, 10, 13)",True,1,1,8873,18,26,0,0,,56.7
86,"(1, 2, 3, 10, 16)",True,0,0,4487,13,24,0,0,,27.0
84,"(1, 2, 3, 10, 14)",True,1,1,9959,18,28,0,0,,62.2
87,"(1, 2, 3, 10, 17)",True,0,0,3733,12,15,0,0,,20.5
85,"(1, 2, 3, 10, 15)",True,1,1,10907,18,24,0,0,,70.4
88,"(1, 2, 3, 10, 18)",True,1,1,3349,13,24,0,0,,22.8
91,"(1, 2, 3, 11, 12)",True,0,0,2163,14,15,0,0,,11.8
90,"(1, 2, 3, 10, 20)",True,0,0,2549,13,24,0,0,,14.6
92,"(1, 2, 3, 11, 13)",True,1,1,8145,15,28,0,0,,50.6
89,"(1, 2, 3, 10, 19)",True,1,1,9517,27,43,0,0,,74.6
94,"(1, 2, 3, 11, 15)",True,1,1,10105,20,24,0,0,,63.4
95,"(1, 2, 3, 11, 16)",True,0,0,3421,17,24,0,0,,18.6
97,"(1, 2, 3, 11, 18)",True,0,0,805,9,16,0,0,,4.3
96,"(1, 2, 3, 11, 17)",True,0,0,4083,13,15,0,0,,22.2
93,"(1, 2, 3, 11, 14)",True,1,1,11817,20,30,0,0,,76.9
99,"(1, 2, 3, 11, 20)",True,0,0,2047,16,23,0,0,,11.1
100,"(1, 2, 3, 12, 13)",True,0,0,1741,13,14,0,0,,9.3
98,"(1, 2, 3, 11, 19)",True,1,1,3371,17,30,0,0,,23.0
101,"(1, 2, 3, 12, 14)",True,0,0,2381,13,15,0,0,,12.9
102,"(1, 2, 3, 12, 15)",True,0,0,2623,13,17,0,0,,14.2
105,"(1, 2, 3, 12, 18)",True,0,0,2013,15,24,0,0,,10.9
106,"(1, 2, 3, 12, 19)",True,0,0,1009,9,18,0,0,,5.4
103,"(1, 2, 3, 12, 16)",True,0,0,3159,13,18,0,0,,17.1
104,"(1, 2, 3, 12, 17)",True,0,0,3983,13,15,0,0,,21.7
107,"(1, 2, 3, 12, 20)",True,0,0,2161,15,19,0,0,,11.7
110,"(1, 2, 3, 13, 16)",True,0,0,1859,13,14,0,0,,10.1
109,"(1, 2, 3, 13, 15)",True,0,0,4413,13,16,0,0,,23.9
112,"(1, 2, 3, 13, 18)",True,0,0,1231,9,19,0,0,,6.7
108,"(1, 2, 3, 13, 14)",True,0,0,5563,13,18,0,0,,30.3
114,"(1, 2, 3, 13, 20)",True,0,0,739,11,13,0,0,,4.0
111,"(1, 2, 3, 13, 17)",True,0,0,3783,13,15,0,0,,20.6
116,"(1, 2, 3, 14, 16)",True,0,0,3163,14,17,0,0,,17.1
117,"(1, 2, 3, 14, 17)",True,0,0,4589,13,15,0,0,,24.9
118,"(1, 2, 3, 14, 18)",True,0,0,1931,12,24,0,0,,10.5
113,"(1, 2, 3, 13, 19)",True,1,1,4583,27,48,0,0,,34.4
120,"(1, 2, 3, 14, 20)",True,0,0,1593,13,16,0,0,,8.6
121,"(1, 2, 3, 15, 16)",True,0,0,3701,14,19,0,0,,20.2
119,"(1, 2, 3, 14, 19)",True,1,1,4153,17,28,0,0,,26.6
122,"(1, 2, 3, 15, 17)",True,0,0,4439,13,15,0,0,,24.1
123,"(1, 2, 3, 15, 18)",True,0,0,2293,11,24,0,0,,13.5
125,"(1, 2, 3, 15, 20)",True,0,0,1795,13,16,0,0,,9.7
124,"(1, 2, 3, 15, 19)",True,1,1,4183,17,24,0,0,,27.8
126,"(1, 2, 3, 16, 17)",True,0,0,3585,13,15,0,0,,23.9
127,"(1, 2, 3, 16, 18)",True,1,1,2709,12,24,0,0,,20.5
130,"(1, 2, 3, 17, 18)",True,0,0,1683,10,15,0,0,,9.1
128,"(1, 2, 3, 16, 19)",True,1,1,2785,14,24,0,0,,20.1
131,"(1, 2, 3, 17, 19)",True,0,0,1849,11,15,0,0,,10.1
132,"(1, 2, 3, 17, 20)",True,0,0,2069,13,15,0,0,,11.3
115,"(1, 2, 3, 14, 15)",True,1,1,17453,20,29,0,0,,123.5
133,"(1, 2, 3, 18, 19)",True,1,1,1829,13,30,0,0,,13.4
134,"(1, 2, 3, 18, 20)",True,1,1,1875,12,24,0,0,,13.3
137,"(1, 2, 4, 5, 7)",True,0,0,1367,12,13,0,0,,7.5
135,"(1, 2, 3, 19, 20)",True,1,1,1649,15,28,0,0,,12.4
136,"(1, 2, 4, 5, 6)",True,0,0,3061,13,16,0,0,,16.7
139,"(1, 2, 4, 5, 9)",True,0,0,1923,18,24,0,0,,10.6
138,"(1, 2, 4, 5, 8)",True,1,1,7881,16,24,0,0,,51.3
129,"(1, 2, 3, 16, 20)",True,1,1,10171,22,40,0,0,,107.3
142,"(1, 2, 4, 5, 12)",True,0,0,2533,12,16,0,0,,13.9
143,"(1, 2, 4, 5, 13)",True,0,0,5019,13,16,0,0,,27.5
141,"(1, 2, 4, 5, 11)",True,1,1,12713,18,24,0,0,,81.9
146,"(1, 2, 4, 5, 16)",True,0,0,3115,12,18,0,0,,16.8
147,"(1, 2, 4, 5, 17)",True,0,0,4541,13,15,0,0,,24.4
140,"(1, 2, 4, 5, 10)",True,1,1,11721,36,57,0,0,,137.0
148,"(1, 2, 4, 5, 18)",True,0,0,1561,9,21,0,0,,8.4
150,"(1, 2, 4, 5, 20)",True,0,0,1057,12,15,0,0,,5.7
151,"(1, 2, 4, 6, 7)",True,0,0,1197,11,13,0,0,,6.5
149,"(1, 2, 4, 5, 19)",True,1,1,4523,15,26,0,0,,29.1
152,"(1, 2, 4, 6, 8)",True,0,0,3121,19,24,0,0,,18.1
153,"(1, 2, 4, 6, 9)",True,0,0,767,12,14,0,0,,4.2
154,"(1, 2, 4, 6, 10)",True,0,0,2581,16,18,0,0,,14.1
156,"(1, 2, 4, 6, 12)",True,0,0,1557,12,14,0,0,,8.4
155,"(1, 2, 4, 6, 11)",True,1,1,6665,18,27,0,0,,45.9
157,"(1, 2, 4, 6, 13)",True,0,0,6041,19,23,0,0,,32.7
144,"(1, 2, 4, 5, 14)",True,0,0,23851,20,24,0,0,,167.9
160,"(1, 2, 4, 6, 16)",True,0,0,1611,12,14,0,0,,8.7
158,"(1, 2, 4, 6, 14)",True,0,0,3543,13,18,0,0,,19.2
159,"(1, 2, 4, 6, 15)",True,0,0,2895,12,15,0,0,,15.7
162,"(1, 2, 4, 6, 18)",True,0,0,1373,11,24,0,0,,7.4
164,"(1, 2, 4, 6, 20)",True,0,0,793,11,13,0,0,,4.3
163,"(1, 2, 4, 6, 19)",True,0,0,1655,18,23,0,0,,9.0
161,"(1, 2, 4, 6, 17)",True,0,0,3025,13,15,0,0,,16.4
166,"(1, 2, 4, 7, 9)",True,0,0,671,10,14,0,0,,3.6
165,"(1, 2, 4, 7, 8)",True,0,0,1187,12,15,0,0,,6.4
167,"(1, 2, 4, 7, 10)",True,0,0,999,9,13,0,0,,5.4
168,"(1, 2, 4, 7, 11)",True,0,0,1467,12,15,0,0,,7.8
169,"(1, 2, 4, 7, 12)",True,0,0,1099,12,15,0,0,,6.0
170,"(1, 2, 4, 7, 13)",True,0,0,1117,10,12,0,0,,6.0
171,"(1, 2, 4, 7, 14)",True,0,0,1411,12,13,0,0,,7.6
172,"(1, 2, 4, 7, 15)",True,0,0,1385,12,14,0,0,,7.5
173,"(1, 2, 4, 7, 16)",True,0,0,1205,12,14,0,0,,6.5
175,"(1, 2, 4, 7, 18)",True,0,0,567,8,13,0,0,,3.0
145,"(1, 2, 4, 5, 15)",True,1,1,24519,20,30,0,0,,189.8
176,"(1, 2, 4, 7, 19)",True,0,0,563,9,13,0,0,,3.0
174,"(1, 2, 4, 7, 17)",True,0,0,1477,12,14,0,0,,7.9
177,"(1, 2, 4, 7, 20)",True,0,0,1007,12,15,0,0,,5.4
178,"(1, 2, 4, 8, 9)",True,0,0,1759,13,24,0,0,,9.9
181,"(1, 2, 4, 8, 12)",True,0,0,1883,12,19,0,0,,10.2
179,"(1, 2, 4, 8, 10)",True,1,1,5921,16,25,0,0,,38.3
182,"(1, 2, 4, 8, 13)",True,1,1,7713,17,25,0,0,,48.3
183,"(1, 2, 4, 8, 14)",True,1,1,8629,17,24,0,0,,54.9
185,"(1, 2, 4, 8, 16)",True,0,0,3071,14,24,0,0,,17.0
187,"(1, 2, 4, 8, 18)",True,0,0,297,7,11,0,0,,1.6
186,"(1, 2, 4, 8, 17)",True,0,0,3309,12,15,0,0,,17.8
184,"(1, 2, 4, 8, 15)",True,1,1,8097,16,24,0,0,,51.5
190,"(1, 2, 4, 9, 10)",True,0,0,557,11,13,0,0,,2.9
189,"(1, 2, 4, 8, 20)",True,0,0,1355,12,21,0,0,,7.3
188,"(1, 2, 4, 8, 19)",True,1,1,3555,16,24,0,0,,23.4
192,"(1, 2, 4, 9, 12)",True,0,0,1263,12,18,0,0,,6.8
193,"(1, 2, 4, 9, 13)",True,0,0,1079,12,14,0,0,,5.8
194,"(1, 2, 4, 9, 14)",True,0,0,2013,19,24,0,0,,10.8
180,"(1, 2, 4, 8, 11)",True,1,1,15769,17,28,0,0,,109.9
195,"(1, 2, 4, 9, 15)",True,0,0,1951,17,23,0,0,,10.4
198,"(1, 2, 4, 9, 18)",True,0,0,281,8,13,0,0,,1.5
191,"(1, 2, 4, 9, 11)",True,1,1,3435,17,27,0,0,,24.1
199,"(1, 2, 4, 9, 19)",True,0,0,111,7,8,0,0,,0.5
200,"(1, 2, 4, 9, 20)",True,0,0,739,12,23,0,0,,4.0
197,"(1, 2, 4, 9, 17)",True,0,0,1555,12,15,0,0,,8.4
196,"(1, 2, 4, 9, 16)",True,0,0,1981,12,24,0,0,,11.2
202,"(1, 2, 4, 10, 12)",True,0,0,1581,11,16,0,0,,8.5
203,"(1, 2, 4, 10, 13)",True,0,0,6555,19,24,0,0,,35.4
206,"(1, 2, 4, 10, 16)",True,0,0,1829,11,18,0,0,,9.8
201,"(1, 2, 4, 10, 11)",True,1,1,8583,17,25,0,0,,55.2
208,"(1, 2, 4, 10, 18)",True,0,0,1053,9,19,0,0,,5.7
207,"(1, 2, 4, 10, 17)",True,0,0,3191,13,15,0,0,,17.2
210,"(1, 2, 4, 10, 20)",True,0,0,637,11,14,0,0,,3.4
204,"(1, 2, 4, 10, 14)",True,1,1,10563,16,29,0,0,,67.8
211,"(1, 2, 4, 11, 12)",True,0,0,2607,12,18,0,0,,14.0
205,"(1, 2, 4, 10, 15)",True,1,1,10791,16,24,0,0,,72.2
209,"(1, 2, 4, 10, 19)",True,1,1,6065,18,33,0,0,,42.2
215,"(1, 2, 4, 11, 16)",True,0,0,4989,15,24,0,0,,30.6
216,"(1, 2, 4, 11, 17)",True,0,0,4735,13,15,0,0,,29.5
212,"(1, 2, 4, 11, 13)",True,1,1,14193,18,24,0,0,,92.1
214,"(1, 2, 4, 11, 15)",True,1,1,12533,18,24,0,0,,82.6
217,"(1, 2, 4, 11, 18)",True,0,0,937,9,18,0,0,,5.1
220,"(1, 2, 4, 12, 13)",True,0,0,1897,12,14,0,0,,10.3
213,"(1, 2, 4, 11, 14)",True,1,1,14593,18,24,0,0,,95.7
219,"(1, 2, 4, 11, 20)",True,0,0,2799,15,24,0,0,,17.7
221,"(1, 2, 4, 12, 14)",True,0,0,2577,12,16,0,0,,13.9
222,"(1, 2, 4, 12, 15)",True,0,0,2563,12,17,0,0,,13.8
218,"(1, 2, 4, 11, 19)",True,1,1,4901,17,25,0,0,,31.8
225,"(1, 2, 4, 12, 18)",True,0,0,845,9,15,0,0,,4.5
223,"(1, 2, 4, 12, 16)",True,0,0,2721,12,18,0,0,,14.7
226,"(1, 2, 4, 12, 19)",True,0,0,803,10,17,0,0,,4.3
227,"(1, 2, 4, 12, 20)",True,0,0,799,12,19,0,0,,4.3
224,"(1, 2, 4, 12, 17)",True,0,0,2971,12,15,0,0,,16.0
230,"(1, 2, 4, 13, 16)",True,0,0,1957,11,14,0,0,,10.5
232,"(1, 2, 4, 13, 18)",True,0,0,2117,11,24,0,0,,12.8
229,"(1, 2, 4, 13, 15)",True,0,0,4821,12,16,0,0,,26.1
234,"(1, 2, 4, 13, 20)",True,0,0,597,11,13,0,0,,3.2
231,"(1, 2, 4, 13, 17)",True,0,0,4271,13,15,0,0,,23.1
228,"(1, 2, 4, 13, 14)",True,0,0,6445,13,18,0,0,,35.0
236,"(1, 2, 4, 14, 16)",True,0,0,3105,12,17,0,0,,16.7
233,"(1, 2, 4, 13, 19)",True,1,1,4945,18,24,0,0,,32.2
238,"(1, 2, 4, 14, 18)",True,0,0,1823,10,23,0,0,,9.8
237,"(1, 2, 4, 14, 17)",True,0,0,4895,13,15,0,0,,26.5
240,"(1, 2, 4, 14, 20)",True,0,0,1095,12,15,0,0,,5.8
241,"(1, 2, 4, 15, 16)",True,0,0,3351,12,19,0,0,,18.0
243,"(1, 2, 4, 15, 18)",True,0,0,1345,9,20,0,0,,7.2
242,"(1, 2, 4, 15, 17)",True,0,0,4371,12,15,0,0,,23.5
239,"(1, 2, 4, 14, 19)",True,1,1,4823,16,27,0,0,,30.9
245,"(1, 2, 4, 15, 20)",True,0,0,999,12,14,0,0,,5.3
247,"(1, 2, 4, 16, 18)",True,0,0,835,9,17,0,0,,4.5
248,"(1, 2, 4, 16, 19)",True,0,0,981,10,20,0,0,,5.3
246,"(1, 2, 4, 16, 17)",True,0,0,3081,12,15,0,0,,16.6
250,"(1, 2, 4, 17, 18)",True,0,0,1191,9,15,0,0,,6.3
244,"(1, 2, 4, 15, 19)",True,1,1,4715,15,24,0,0,,30.0
251,"(1, 2, 4, 17, 19)",True,0,0,1749,11,15,0,0,,9.3
252,"(1, 2, 4, 17, 20)",True,0,0,973,12,15,0,0,,5.2
254,"(1, 2, 4, 18, 20)",True,0,0,299,8,14,0,0,,1.6
253,"(1, 2, 4, 18, 19)",True,0,0,593,8,17,0,0,,3.1
255,"(1, 2, 4, 19, 20)",True,0,0,363,10,15,0,0,,1.9
256,"(1, 2, 5, 6, 7)",True,0,0,1675,12,13,0,0,,8.9
258,"(1, 2, 5, 6, 9)",True,0,0,935,15,18,0,0,,5.0
249,"(1, 2, 4, 16, 20)",True,1,1,3087,30,62,0,0,,49.5
257,"(1, 2, 5, 6, 8)",True,1,1,4937,31,43,0,0,,35.0
261,"(1, 2, 5, 6, 12)",True,0,0,2047,14,16,0,0,,11.0
235,"(1, 2, 4, 14, 15)",True,1,1,21625,20,24,0,0,,149.0
262,"(1, 2, 5, 6, 13)",True,0,0,3525,13,15,0,0,,19.0
260,"(1, 2, 5, 6, 11)",True,1,1,6251,20,24,0,0,,38.7
259,"(1, 2, 5, 6, 10)",True,1,1,8655,18,25,0,0,,54.8
265,"(1, 2, 5, 6, 16)",True,0,0,3109,15,18,0,0,,16.8
266,"(1, 2, 5, 6, 17)",True,0,0,3731,14,15,0,0,,20.1
267,"(1, 2, 5, 6, 18)",True,1,1,3391,14,24,0,0,,21.5
268,"(1, 2, 5, 6, 19)",True,1,1,3779,18,24,0,0,,23.7
269,"(1, 2, 5, 6, 20)",True,0,0,1895,15,17,0,0,,10.2
271,"(1, 2, 5, 7, 9)",True,0,0,641,12,13,0,0,,3.4
270,"(1, 2, 5, 7, 8)",True,0,0,1193,12,13,0,0,,6.4
272,"(1, 2, 5, 7, 10)",True,0,0,1423,11,13,0,0,,7.6
273,"(1, 2, 5, 7, 11)",True,0,0,1449,12,13,0,0,,7.8
